This	June 27, 2004	Last	Weeks
Week	Fiction	Week	On List
""			
1	SONG OF SUSANNAH, by Stephen King. (Donald M. Grant/Scribner, $30.) The	--	1
""	"sixth volume of ""The Dark Tower,"" a series about time travel and a heroic quest."		
""			
2	THE DA VINCI CODE, by Dan Brown. (Doubleday, $24.95.) The murder of a	1	65
""	curator at the Louvre leads to a trail of clues found in the work of Leonardo and to		
""	the discovery of a centuries-old secret society.		
""			
3	THE RULE OF FOUR, by Ian Caldwell and Dustin Thomason. (Dial, $24.) Two	2	5
""	Princeton students who are trying to unravel the mysteries of a Renaissance text		
""	become ensnared in murderous intrigue.		
""			
4	THE FIVE PEOPLE YOU MEET IN HEAVEN, by Mitch Albom. (Hyperion, $19.95.)	3	38
""	An old man who died while trying to rescue a little girl from danger discovers that		
""	all will be explained to him in the afterlife.		
""			
5	ANGELS & DEMONS, by Dan Brown. (Atria, $17.95.) A Harvard scholar tries to	4	24
""	save the Vatican from the machinations of an underground society.		
""			
6	THE TAKING, by Dean Koontz. (Bantam, $27.) The residents of a small California	5	3
""	town must cope with a ruthless otherworldly force.		
""			
7	THE JANE AUSTEN BOOK CLUB, by Karen Joy Fowler. (Marian Wood/Putnam,	9	6
""	$23.95.) The tale of six people who belong to a reading group in California.		
""			
8	HIDDEN PREY, by John Sandford. (Putnam, $26.95.) Lucas Davenport probes	6	5
""	the murder of a Russian man whose body was found near Lake Superior.		
""			
9	BERGDORF BLONDES, by Plum Sykes. (Miramax/ Hyperion, $23.95.) The	7	10
""	romantic adventures of an upper-class Manhattan woman and her best friend as		
""	"they go hunting for ""P.H.'s"" (prospective husbands)."		
""			
10	OLIVIA JOULES AND THE OVERACTIVE IMAGINATION, by Helen Fielding.	--	1
""	(Viking, $24.95.) A style reporter turned international spy gets involved with an		
""	exotic man who may or may not be a terrorist.		
""			
11	THE NARROWS, by Michael Connelly. (Little, Brown, $25.95.) Harry Bosch, the	8	6
""	former Los Angeles police detective, and the F.B.I. agent Rachel Walling must		
""	contend with the serial killer known as the Poet.		
""			
12	GLORIOUS APPEARING, by Tim LaHaye and Jerry B. Jenkins. (Tyndale,	11	11
""	"$24.99.) In the 12th volume of the ""Left Behind"" series, in which the forces of good"		
""	battle the forces of evil, the Second Coming occurs.		
""			
13	MEMORIAL DAY, by Vince Flynn. (Atria, $25.95.) A counterterrorism expert	10	6
""	rushes to prevent an attack on American soil.		
""			
14	A GOOD YEAR, by Peter Mayle. (Knopf, $24.) An Englishman who inherited a	13	2
This	June 27, 2004	Last	Weeks
Week	Non-Fiction	Week	On List
""			
1	DRESS YOUR FAMILY IN CORDUROY AND DENIM, by David Sedaris. (Little,	1	2
""	Brown, $24.95.) The humorist's latest collection of essays.		
""			
2	EATS, SHOOTS & LEAVES, by Lynne Truss. (Gotham, $17.50.) An	2	10
""	Englishwoman expounds on the use and misuse of punctuation marks.		
""			
3	"BIG RUSS AND ME, by Tim Russert. (Miramax, $22.95.) The host of ""Meet the"	3	5
""	"Press"" remembers his father and the other important teachers in his life."		
""			
4	FATHER JOE, by Tony Hendra. (Random House, $24.95.) A noted satirist recalls	5	4
""	his decades-long friendship with an English Benedictine monk.		
""			
5	PLAN OF ATTACK, by Bob Woodward. (Simon & Schuster, $28.) A behind-the-	4	8
""	scenes account of the Bush administration's decision making as it drew up plans		
""	to invade Iraq and overthrow Saddam Hussein.		
""			
6	BATTLE READY, by Tom Clancy with Tony Zinni and Tony Koltz. (Putnam,	6	3
""	$28.95.) The evolution of the United States Marine Corps, from the Vietnam era to		
""	the post-9/11 years.		
""			
7	AGAINST ALL ENEMIES, by Richard A. Clarke. (Free Press, $27.) President	13	12
""	Bush's former counterterrorism coordinator criticizes the administration's handling		
""	of events before and after the 9/11 attacks.		
""			
8	ALEXANDER HAMILTON, by Ron Chernow. (Penguin Press, $35.) A biography of	7	7
""	the first Treasury secretary and chief author of The Federalist Papers.		
""			
9	ON THE DOWN LOW, by J. L. King with Karen Hunter. (Broadway, $21.95.)	10	8
""	Exploring the lives of ostensibly straight black men who have sex with men, and		
""	the health consequences for the black community.		
""			
10	THREE WEEKS WITH MY BROTHER, by Nicholas Sparks and Micah Sparks.	12	9
""	(Warner, $22.) The novelist and his sibling describe their trip around the world.		
""			
11	SECRETS OF THE CODE, edited by Dan Burstein. (CDS Books/Squibnocket,	11	7
""	$21.95.) Essays by a variety of experts — theologians, art historians, scientists —		
""	"on themes relating to ""The Da Vinci Code."""		
""			
12	FOUNDING MOTHERS, by Cokie Roberts. (Morrow, $24.95.) The ABC News	9	9
""	commentator details the lives of the many women (Abigail Adams and Martha		
""	"Washington among them) who ""raised our nation."""		
""			
13	MORE THAN MONEY, by Neil Cavuto. (ReganBooks/HarperCollins, $24.95.) A	8	2
""	financial journalist who has multiple sclerosis presents portraits of other people in		
""	business who have overcome obstacles.		
""			
14	TRUTH & BEAUTY, by Ann Patchett. (HarperCollins, $23.95.) A novelist recalls	16	2
